,gp,min,fga,fg,3pa,3p,fta,ft,oreb,dreb,target_5yrs,pts_per_min,ast_per_min,reb_per_min,blk_per_min,stl_per_min,tov_per_min
669,81,28.5,12.4,43.0,0.2,16.7,5.0,68.7,2.7,6.0,1,0.49473684210526314,0.08771929824561403,0.3017543859649123,0.028070175438596492,0.03859649122807018,0.11578947368421053
670,80,27.8,6.9,55.1,0.0,0.0,2.9,62.2,3.1,4.4,1,0.3381294964028777,0.046762589928057555,0.2697841726618705,0.021582733812949638,0.043165467625899276,0.03597122302158273
671,79,26.2,8.6,39.7,3.7,35.6,1.2,69.6,0.6,2.4,1,0.3435114503816794,0.07251908396946564,0.11450381679389313,0.026717557251908396,0.026717557251908396,0.04580152671755725
672,65,24.6,5.7,57.6,0.0,0.0,2.0,55.5,2.6,4.5,1,0.3130081300813008,0.024390243902439022,0.28861788617886175,0.04065040650406504,0.024390243902439022,0.028455284552845524
673,42,24.5,11.9,38.4,3.0,25.8,2.0,86.9,0.7,1.8,0,0.4775510204081632,0.11428571428571428,0.10204081632653061,0.004081632653061225,0.036734693877551024,0.08163265306122448
674,78,23.0,6.8,42.5,0.6,31.8,1.6,80.8,0.5,3.4,1,0.3130434782608696,0.08695652173913043,0.16956521739130434,0.008695652173913044,0.02608695652173913,0.043478260869565216
675,81,22.7,6.0,42.4,1.4,27.6,1.6,74.4,0.8,1.9,1,0.29515418502202645,0.15859030837004406,0.12334801762114538,0.013215859030837005,0.04845814977973569,0.10572687224669604
676,80,21.1,7.9,45.1,3.9,41.9,1.3,80.8,0.3,2.2,1,0.46445497630331756,0.05687203791469194,0.11848341232227487,0.004739336492890996,0.014218009478672985,0.04739336492890995
677,61,20.7,6.5,45.3,2.3,29.7,1.7,76.2,0.6,3.1,1,0.37681159420289856,0.053140096618357495,0.17874396135265702,0.019323671497584544,0.04830917874396135,0.053140096618357495
678,78,19.7,5.3,51.7,0.0,0.0,2.2,59.5,2.2,3.1,1,0.34517766497461927,0.025380710659898477,0.26903553299492383,0.045685279187817264,0.020304568527918784,0.050761421319796954
679,15,11.0,4.1,43.5,0.6,44.4,2.0,76.7,0.1,1.1,0,0.49090909090909096,0.17272727272727273,0.11818181818181818,0.018181818181818184,0.03636363636363637,0.06363636363636363
680,81,17.9,5.0,39.4,1.8,31.5,1.5,77.3,0.9,2.4,1,0.3128491620111732,0.03910614525139665,0.18435754189944134,0.01675977653631285,0.03910614525139665,0.07262569832402235
681,58,17.8,3.8,43.7,0.0,0.0,1.1,65.6,1.4,1.7,1,0.23033707865168537,0.03932584269662921,0.17415730337078653,0.08426966292134831,0.02247191011235955,0.0449438202247191
682,54,17.3,5.4,37.4,1.7,37.0,1.7,76.3,0.7,1.9,0,0.34104046242774566,0.09248554913294797,0.15028901734104047,0.005780346820809248,0.03468208092485549,0.06936416184971098
683,72,16.9,4.1,48.5,1.0,47.3,1.3,71.1,0.6,1.4,1,0.31952662721893493,0.06508875739644972,0.11242603550295859,0.01775147928994083,0.02366863905325444,0.0591715976331361
684,52,16.7,5.1,55.8,0.0,0.0,0.8,71.4,1.7,2.2,1,0.37724550898203596,0.04790419161676647,0.2275449101796407,0.041916167664670656,0.017964071856287425,0.03592814371257485
685,65,16.4,3.9,54.9,0.0,0.0,1.6,67.3,1.5,2.4,1,0.3231707317073171,0.030487804878048783,0.2378048780487805,0.042682926829268296,0.030487804878048783,0.03658536585365854
686,60,14.5,4.5,43.3,0.0,0.0,0.8,56.0,1.0,2.0,1,0.296551724137931,0.020689655172413793,0.20689655172413793,0.08275862068965517,0.027586206896551727,0.041379310344827586
687,49,13.1,4.2,38.3,1.3,24.2,0.5,73.1,0.8,2.1,0,0.29770992366412213,0.04580152671755725,0.22137404580152673,0.022900763358778626,0.022900763358778626,0.022900763358778626
688,66,11.1,2.7,40.6,0.8,36.0,0.5,70.6,0.3,1.0,1,0.25225225225225223,0.036036036036036036,0.11711711711711713,0.009009009009009009,0.02702702702702703,0.018018018018018018
689,42,10.4,3.4,42.4,0.2,37.5,1.3,58.9,0.7,0.7,0,0.36538461538461536,0.15384615384615385,0.14423076923076922,0.019230769230769232,0.028846153846153844,0.05769230769230769
690,43,10.3,2.7,37.4,0.2,30.0,0.5,57.1,0.2,0.9,1,0.22330097087378636,0.17475728155339806,0.10679611650485438,0.009708737864077669,0.038834951456310676,0.07766990291262135
691,42,10.0,3.7,35.7,1.4,28.3,1.0,78.6,0.5,1.1,0,0.38,0.06999999999999999,0.16999999999999998,0.02,0.03,0.05
692,49,9.4,2.3,66.1,0.0,0.0,0.8,70.3,0.7,1.2,1,0.3829787234042553,0.05319148936170213,0.2127659574468085,0.031914893617021274,0.031914893617021274,0.0425531914893617
693,18,7.9,0.8,53.3,0.0,0.0,0.2,50.0,0.7,1.2,1,0.12658227848101264,0.02531645569620253,0.24050632911392403,0.05063291139240506,0.03797468354430379,0.05063291139240506
694,38,7.3,2.7,45.5,0.3,41.7,0.6,59.1,0.3,0.7,0,0.3972602739726027,0.1643835616438356,0.12328767123287672,0.0,0.013698630136986302,0.136986301369863
695,22,7.2,2.7,35.6,0.5,10.0,0.7,53.3,0.3,0.7,0,0.3194444444444444,0.1527777777777778,0.1388888888888889,0.01388888888888889,0.02777777777777778,0.11111111111111112
696,41,5.2,1.6,48.5,0.0,0.0,0.6,73.9,0.5,0.6,0,0.3846153846153846,0.038461538461538464,0.1923076923076923,0.038461538461538464,0.019230769230769232,0.09615384615384615
697,72,37.2,16.2,45.8,2.0,25.5,6.5,74.8,0.9,4.4,1,0.5403225806451613,0.15591397849462363,0.14247311827956988,0.01075268817204301,0.04032258064516129,0.08064516129032258
698,80,36.2,14.3,46.2,4.8,43.7,2.5,88.5,0.6,3.9,1,0.48342541436464087,0.16298342541436464,0.12430939226519336,0.0055248618784530384,0.05248618784530386,0.08287292817679558
699,82,32.6,14.8,37.1,4.7,37.4,3.3,81.7,0.6,2.8,1,0.4754601226993865,0.17484662576687116,0.10429447852760736,0.006134969325153374,0.03987730061349693,0.07361963190184048
700,22,10.6,3.0,27.7,1.9,26.2,0.4,87.5,0.0,1.6,0,0.2358490566037736,0.04716981132075472,0.15094339622641512,0.009433962264150945,0.02830188679245283,0.03773584905660378
701,81,28.9,11.8,41.7,2.7,35.8,3.3,82.6,0.3,2.1,0,0.4671280276816609,0.15224913494809691,0.08304498269896193,0.0,0.03460207612456748,0.10034602076124567
702,76,27.8,10.4,47.7,1.5,40.0,2.3,85.1,0.5,2.0,1,0.4460431654676259,0.20503597122302158,0.08992805755395683,0.0035971223021582736,0.03597122302158273,0.09712230215827339
703,82,26.9,7.7,49.4,0.0,0.0,2.1,64.6,2.8,4.7,1,0.3345724907063197,0.033457249070631974,0.2788104089219331,0.048327137546468404,0.022304832713754646,0.05204460966542751
704,73,25.6,12.1,45.1,4.3,37.4,2.4,81.4,1.0,1.9,1,0.56640625,0.0625,0.11328124999999999,0.00390625,0.03125,0.0390625
705,82,24.7,6.9,48.3,2.0,38.2,2.4,82.9,0.6,1.7,1,0.38056680161943324,0.06072874493927126,0.09311740890688258,0.008097165991902834,0.032388663967611336,0.04453441295546559
706,73,24.2,7.1,44.2,2.2,39.0,1.2,75.6,0.8,1.8,1,0.3305785123966942,0.15702479338842976,0.10743801652892562,0.012396694214876033,0.04545454545454546,0.08677685950413223
707,76,22.9,7.6,40.3,3.3,37.5,3.2,80.8,0.6,2.6,1,0.4323144104803494,0.07860262008733625,0.13973799126637557,0.013100436681222708,0.0480349344978166,0.0611353711790393
708,78,22.6,8.3,40.1,1.3,31.0,1.8,71.5,0.6,3.9,0,0.3716814159292035,0.12831858407079644,0.1991150442477876,0.004424778761061947,0.026548672566371678,0.07079646017699115
709,20,10.0,3.1,39.3,1.2,29.2,0.7,85.7,0.2,1.8,0,0.33999999999999997,0.06999999999999999,0.2,0.03,0.03,0.06999999999999999
710,77,21.6,6.6,49.8,0.2,25.0,2.5,76.3,0.9,2.0,1,0.3981481481481481,0.032407407407407406,0.13425925925925924,0.009259259259259259,0.027777777777777776,0.037037037037037035
711,65,20.3,6.0,51.5,1.3,41.0,2.2,75.7,0.6,1.3,1,0.4088669950738916,0.15270935960591134,0.09359605911330049,0.0,0.034482758620689655,0.06403940886699508
712,74,20.1,7.6,44.1,3.4,36.9,1.2,77.0,0.5,2.5,1,0.4427860696517413,0.059701492537313425,0.14925373134328357,0.004975124378109453,0.02487562189054726,0.03482587064676616
713,56,19.4,7.0,45.8,3.1,38.9,1.2,80.9,0.7,1.2,1,0.443298969072165,0.10309278350515465,0.0979381443298969,0.005154639175257733,0.04123711340206186,0.051546391752577324
714,82,18.2,6.0,55.6,0.0,0.0,2.0,54.7,2.4,4.0,1,0.4285714285714286,0.04395604395604396,0.3516483516483517,0.027472527472527472,0.03296703296703297,0.07692307692307693
715,76,18.2,5.9,42.4,2.1,39.5,0.9,87.1,0.4,1.7,1,0.3626373626373626,0.054945054945054944,0.11538461538461539,0.005494505494505495,0.016483516483516484,0.054945054945054944
716,80,16.5,6.2,45.1,0.7,19.6,2.2,77.7,1.0,1.6,0,0.4484848484848485,0.04242424242424242,0.15151515151515152,0.01818181818181818,0.024242424242424242,0.07272727272727272
717,81,15.7,4.5,41.8,0.9,31.0,0.9,72.2,0.3,1.3,1,0.2993630573248408,0.21019108280254778,0.10191082802547771,0.006369426751592357,0.03184713375796178,0.07006369426751594
718,56,15.4,6.3,41.0,3.1,34.5,1.3,80.0,0.2,1.4,1,0.474025974025974,0.12337662337662336,0.1038961038961039,0.006493506493506494,0.03896103896103896,0.07142857142857144
719,82,32.0,14.1,54.2,1.1,34.1,3.4,81.1,2.8,7.7,0,0.571875,0.0625,0.328125,0.053125,0.021875,0.06875
720,47,13.3,4.3,49.3,0.0,0.0,1.4,67.6,1.6,2.1,1,0.39097744360902253,0.03007518796992481,0.2781954887218045,0.03759398496240601,0.022556390977443608,0.045112781954887216
721,69,13.3,4.3,46.4,1.4,30.5,0.8,82.1,0.5,2.0,1,0.38345864661654133,0.03759398496240601,0.18796992481203006,0.03007518796992481,0.03007518796992481,0.05263157894736842
722,60,13.1,3.6,50.2,0.1,0.0,1.2,75.4,0.9,1.9,0,0.3435114503816794,0.04580152671755725,0.21374045801526717,0.04580152671755725,0.015267175572519085,0.03816793893129771
723,52,12.6,2.0,53.4,0.0,0.0,1.2,59.7,2.0,2.1,0,0.2222222222222222,0.03174603174603175,0.32539682539682535,0.007936507936507938,0.023809523809523808,0.03174603174603175
724,27,12.4,3.7,43.6,1.4,35.1,1.9,70.0,0.2,0.9,1,0.4032258064516129,0.06451612903225806,0.08870967741935484,0.016129032258064516,0.04032258064516129,0.08064516129032258
725,60,12.0,4.5,38.8,2.2,31.8,0.7,79.5,0.1,1.5,1,0.39166666666666666,0.05833333333333333,0.13333333333333333,0.008333333333333333,0.024999999999999998,0.03333333333333333
726,63,11.2,3.4,49.5,0.0,0.0,0.8,64.6,0.9,1.7,1,0.34821428571428575,0.01785714285714286,0.22321428571428573,0.026785714285714288,0.03571428571428572,0.01785714285714286
727,71,11.2,3.1,39.6,0.1,0.0,0.7,62.3,0.7,1.4,1,0.25892857142857145,0.044642857142857144,0.18750000000000003,0.00892857142857143,0.03571428571428572,0.026785714285714288
728,39,10.4,1.7,66.2,0.0,0.0,0.5,90.0,0.6,1.9,1,0.25961538461538464,0.0,0.24038461538461536,0.038461538461538464,0.019230769230769232,0.028846153846153844
729,71,10.1,3.2,39.6,0.5,21.9,0.7,83.7,0.1,0.9,1,0.31683168316831684,0.16831683168316833,0.08910891089108912,0.009900990099009901,0.04950495049504951,0.0693069306930693
730,57,9.4,2.6,46.3,0.1,28.6,1.3,66.7,0.5,0.8,0,0.351063829787234,0.031914893617021274,0.14893617021276595,0.02127659574468085,0.0425531914893617,0.031914893617021274
731,44,9.2,3.0,35.4,1.0,35.7,0.9,71.1,0.3,0.7,0,0.32608695652173914,0.04347826086956522,0.10869565217391305,0.02173913043478261,0.02173913043478261,0.04347826086956522
732,43,8.3,2.4,35.6,0.4,21.1,1.1,74.5,0.3,0.9,1,0.3132530120481928,0.03614457831325301,0.1566265060240964,0.024096385542168672,0.024096385542168672,0.03614457831325301
733,43,8.3,2.4,35.6,0.4,21.1,1.1,74.5,0.3,0.9,1,0.3132530120481928,0.03614457831325301,0.1566265060240964,0.024096385542168672,0.024096385542168672,0.03614457831325301
734,51,7.5,3.0,37.1,0.1,40.0,0.7,72.2,0.4,0.9,1,0.36000000000000004,0.05333333333333334,0.16,0.04,0.013333333333333334,0.06666666666666667
735,12,6.3,1.7,30.0,0.5,16.7,1.0,58.3,0.2,0.5,0,0.2698412698412698,0.19047619047619047,0.1111111111111111,0.03174603174603175,0.047619047619047616,0.14285714285714288
736,18,6.2,2.4,37.2,1.6,32.1,0.3,60.0,0.3,0.8,0,0.3870967741935484,0.0,0.1774193548387097,0.016129032258064516,0.016129032258064516,0.04838709677419355
737,53,30.0,14.7,50.8,0.1,16.7,3.7,68.6,2.3,4.7,0,0.5833333333333334,0.04,0.23333333333333334,0.03666666666666667,0.013333333333333334,0.07666666666666666
738,25,5.2,2.1,39.6,0.6,31.3,0.5,84.6,0.3,0.4,0,0.44230769230769224,0.09615384615384615,0.1346153846153846,0.019230769230769232,0.05769230769230769,0.11538461538461538
739,82,38.0,15.6,43.8,4.6,38.4,3.4,87.9,0.7,3.1,1,0.4868421052631579,0.08421052631578947,0.09999999999999999,0.005263157894736842,0.028947368421052635,0.07368421052631578
740,81,37.0,14.9,47.5,0.9,22.2,3.1,78.8,1.2,2.7,1,0.4540540540540541,0.17027027027027025,0.1054054054054054,0.005405405405405406,0.021621621621621623,0.06756756756756757
741,78,34.3,11.6,45.6,4.3,38.9,4.5,85.4,0.6,2.0,1,0.4693877551020409,0.0816326530612245,0.07580174927113703,0.01457725947521866,0.02915451895043732,0.06122448979591837
742,82,32.5,13.4,39.8,1.6,27.1,5.2,81.5,2.2,2.7,1,0.4707692307692308,0.16307692307692306,0.15076923076923077,0.006153846153846154,0.04,0.10153846153846154
743,82,32.0,8.1,42.0,3.8,36.7,2.4,76.7,0.5,2.3,1,0.3125,0.153125,0.0875,0.003125,0.059375,0.0625
744,82,30.5,10.3,53.1,0.0,0.0,2.6,79.3,2.7,5.4,1,0.4262295081967213,0.03278688524590164,0.26557377049180325,0.05901639344262295,0.01639344262295082,0.05901639344262295
745,82,28.1,8.7,49.7,0.1,0.0,3.5,69.2,2.9,4.5,1,0.395017793594306,0.03914590747330961,0.26334519572953735,0.024911032028469747,0.021352313167259784,0.06405693950177936
746,72,26.5,8.6,43.0,3.4,43.9,3.2,89.3,0.2,1.6,1,0.44528301886792454,0.1320754716981132,0.06792452830188679,0.0,0.022641509433962263,0.06037735849056604
747,78,28.6,5.9,42.2,1.5,27.6,1.5,68.4,1.0,4.1,0,0.22377622377622378,0.05244755244755245,0.18181818181818182,0.010489510489510488,0.031468531468531465,0.04195804195804195
748,81,25.3,8.5,45.9,0.2,10.5,4.1,78.9,3.4,5.7,1,0.4387351778656126,0.039525691699604744,0.35968379446640314,0.023715415019762844,0.015810276679841896,0.05928853754940711
749,77,25.2,7.0,45.0,2.6,40.4,1.2,83.0,0.2,2.1,1,0.33333333333333337,0.047619047619047616,0.09126984126984126,0.007936507936507938,0.03968253968253968,0.03571428571428572
750,81,24.8,11.8,47.2,1.0,40.7,3.0,77.2,1.4,4.1,1,0.5604838709677419,0.04032258064516129,0.21774193548387097,0.020161290322580645,0.020161290322580645,0.06048387096774193
751,75,24.0,7.7,42.3,2.8,37.3,0.9,69.7,0.5,2.7,1,0.33749999999999997,0.0375,0.12916666666666668,0.020833333333333332,0.020833333333333332,0.041666666666666664
752,67,22.6,8.0,47.8,2.7,46.7,1.4,87.0,1.2,1.8,1,0.4469026548672566,0.053097345132743355,0.1327433628318584,0.008849557522123894,0.022123893805309734,0.035398230088495575
753,61,21.5,5.8,56.4,0.0,0.0,3.7,63.7,2.8,4.2,0,0.41395348837209306,0.023255813953488372,0.32558139534883723,0.051162790697674425,0.018604651162790697,0.06511627906976744
754,56,20.8,4.4,45.9,1.7,34.4,1.0,70.7,0.6,1.8,0,0.2548076923076923,0.08653846153846154,0.11057692307692306,0.024038461538461536,0.038461538461538464,0.05769230769230769
755,66,19.9,6.2,39.3,2.9,36.5,1.8,84.5,1.6,3.1,1,0.3718592964824121,0.040201005025125636,0.2361809045226131,0.015075376884422112,0.035175879396984924,0.04522613065326633
756,76,19.3,5.7,43.8,0.0,0.0,0.8,66.7,1.4,3.1,1,0.29015544041450775,0.031088082901554404,0.23834196891191708,0.03626943005181347,0.03626943005181347,0.031088082901554404
757,77,16.5,4.8,40.3,0.9,32.9,1.9,78.1,0.4,1.7,1,0.34545454545454546,0.1090909090909091,0.1272727272727273,0.01818181818181818,0.03636363636363636,0.06060606060606061
758,79,16.0,6.4,50.2,0.1,25.0,1.7,77.3,1.6,2.2,1,0.48125,0.025,0.23125,0.04375,0.01875,0.0375
759,75,15.2,5.2,49.4,0.0,0.0,2.2,66.0,1.6,2.3,1,0.4276315789473684,0.019736842105263157,0.2565789473684211,0.06578947368421052,0.026315789473684213,0.052631578947368425
760,51,15.1,5.2,41.2,0.8,32.5,1.6,69.1,0.4,1.3,0,0.3774834437086093,0.13907284768211922,0.11258278145695365,0.0,0.046357615894039736,0.09271523178807947
761,53,14.5,2.8,63.3,0.0,0.0,2.1,38.5,1.4,3.1,1,0.296551724137931,0.013793103448275864,0.3103448275862069,0.07586206896551725,0.013793103448275864,0.055172413793103454
762,70,14.4,6.0,47.1,0.0,0.0,2.1,66.7,1.6,1.8,1,0.4930555555555555,0.048611111111111105,0.24305555555555555,0.0763888888888889,0.020833333333333332,0.05555555555555556
763,68,13.7,5.3,39.2,1.9,34.6,0.6,79.1,0.2,0.6,0,0.38686131386861317,0.12408759124087591,0.05839416058394161,0.0,0.021897810218978103,0.06569343065693431
764,80,28.2,12.0,41.0,4.6,35.1,2.4,73.7,0.6,2.8,0,0.46808510638297873,0.11702127659574468,0.12056737588652482,0.007092198581560284,0.0425531914893617,0.08865248226950355
765,44,13.3,4.0,46.0,0.3,25.0,1.4,82.3,0.3,0.8,1,0.3684210526315789,0.09022556390977443,0.08270676691729323,0.015037593984962405,0.022556390977443608,0.05263157894736842
766,53,12.4,3.6,36.5,0.5,25.9,1.9,80.6,0.2,0.9,1,0.34677419354838707,0.12096774193548386,0.08870967741935484,0.0,0.024193548387096774,0.08870967741935484
767,59,12.1,4.2,41.6,0.8,34.8,1.4,69.9,0.7,1.2,1,0.38842975206611574,0.05785123966942148,0.15702479338842976,0.04132231404958678,0.024793388429752067,0.0743801652892562
768,60,9.3,2.6,40.6,1.1,39.4,0.4,64.0,0.2,0.6,1,0.30107526881720426,0.2150537634408602,0.07526881720430106,0.0,0.05376344086021505,0.11827956989247312
769,48,11.8,3.9,50.8,0.0,0.0,1.1,70.6,1.0,1.8,1,0.3983050847457627,0.03389830508474576,0.24576271186440676,0.05932203389830508,0.02542372881355932,0.0423728813559322
770,40,11.1,3.3,38.9,1.0,39.5,1.3,80.0,0.8,1.2,0,0.35135135135135137,0.04504504504504505,0.1801801801801802,0.04504504504504505,0.02702702702702703,0.036036036036036036
771,19,10.9,3.4,29.2,2.2,22.0,0.5,50.0,0.6,1.5,1,0.24770642201834864,0.08256880733944955,0.2018348623853211,0.009174311926605505,0.027522935779816512,0.03669724770642202
772,76,27.7,11.4,42.3,3.8,34.3,3.4,84.0,0.4,2.1,0,0.4981949458483755,0.09386281588447654,0.09025270758122744,0.010830324909747292,0.021660649819494584,0.07581227436823106
773,60,10.2,2.3,51.8,0.0,0.0,1.1,69.1,0.9,1.1,1,0.303921568627451,0.009803921568627453,0.19607843137254904,0.06862745098039216,0.019607843137254905,0.04901960784313726
774,51,8.4,1.7,43.0,0.0,0.0,0.7,68.6,0.6,1.1,0,0.22619047619047616,0.023809523809523808,0.20238095238095236,0.011904761904761904,0.023809523809523808,0.03571428571428571
775,37,8.2,2.3,36.5,0.7,40.0,0.6,85.7,0.3,0.7,0,0.29268292682926833,0.09756097560975611,0.10975609756097562,0.0,0.03658536585365854,0.07317073170731708
776,80,34.6,17.1,43.0,2.6,28.8,5.6,87.3,0.9,3.5,1,0.5867052023121387,0.06936416184971098,0.12427745664739884,0.02601156069364162,0.028901734104046242,0.0838150289017341
777,80,28.2,9.4,42.7,1.0,27.6,3.0,74.4,1.3,3.5,1,0.3723404255319149,0.05319148936170213,0.16666666666666669,0.02127659574468085,0.02127659574468085,0.07092198581560284
778,78,27.8,7.4,48.5,1.6,32.8,1.1,74.1,1.2,5.0,1,0.3057553956834532,0.043165467625899276,0.22302158273381295,0.05035971223021582,0.03597122302158273,0.02517985611510791
779,79,27.3,11.0,42.9,1.6,33.1,3.6,74.3,1.2,3.3,0,0.46520146520146516,0.04395604395604395,0.16483516483516483,0.018315018315018316,0.021978021978021976,0.05860805860805861
780,53,26.1,8.3,42.8,1.7,33.0,2.3,73.2,0.4,2.2,1,0.36015325670498083,0.16091954022988506,0.09961685823754789,0.0,0.03065134099616858,0.06513409961685823
781,73,23.1,8.2,37.5,2.8,30.7,1.4,78.4,0.8,3.4,0,0.3506493506493506,0.06926406926406926,0.18181818181818182,0.008658008658008658,0.03463203463203463,0.06926406926406926
782,59,24.4,8.7,38.1,4.0,33.2,1.0,82.5,0.3,2.7,1,0.3606557377049181,0.05327868852459017,0.12295081967213116,0.004098360655737705,0.01639344262295082,0.04508196721311476
783,79,22.8,6.2,37.4,0.5,19.4,1.4,80.0,1.0,2.7,1,0.25438596491228066,0.06140350877192982,0.16228070175438597,0.013157894736842105,0.043859649122807015,0.048245614035087724
784,74,21.0,6.6,53.9,0.3,31.6,1.4,73.8,1.6,2.6,1,0.3904761904761904,0.0380952380952381,0.2,0.004761904761904762,0.047619047619047616,0.04285714285714286
785,74,20.7,5.0,48.2,0.0,0.0,2.6,69.1,2.4,3.3,1,0.3188405797101449,0.053140096618357495,0.27053140096618356,0.04347826086956522,0.04347826086956522,0.057971014492753624
786,35,19.6,6.9,43.8,0.9,30.0,1.5,63.0,1.1,2.5,1,0.3724489795918367,0.04591836734693877,0.18367346938775508,0.02551020408163265,0.02040816326530612,0.04081632653061224
787,57,19.0,6.7,40.1,0.3,18.8,2.7,81.4,0.6,1.7,1,0.39999999999999997,0.14736842105263157,0.12105263157894736,0.005263157894736842,0.04736842105263158,0.07368421052631578
788,73,19.0,4.8,46.8,0.6,22.0,1.6,73.7,1.7,2.3,1,0.30526315789473685,0.05789473684210527,0.20526315789473684,0.005263157894736842,0.042105263157894736,0.03684210526315789
789,73,17.5,4.2,53.8,0.0,0.0,1.8,60.9,1.6,2.8,0,0.32,0.022857142857142857,0.25142857142857145,0.08,0.022857142857142857,0.05714285714285714
790,60,22.8,8.8,49.8,0.2,21.4,2.0,72.7,1.1,4.4,0,0.4517543859649123,0.03070175438596491,0.2412280701754386,0.06140350877192982,0.017543859649122806,0.048245614035087724
791,42,16.9,5.2,61.6,0.0,0.0,2.6,66.1,2.3,2.6,1,0.47928994082840237,0.02958579881656805,0.2899408284023669,0.01183431952662722,0.02366863905325444,0.03550295857988166
792,56,15.4,4.2,40.1,0.6,20.6,0.9,79.2,0.2,0.8,0,0.2727272727272727,0.12987012987012986,0.06493506493506493,0.0,0.032467532467532464,0.06493506493506493
793,75,15.4,6.4,43.9,1.3,40.0,1.7,81.5,0.3,1.2,1,0.487012987012987,0.05194805194805195,0.09740259740259741,0.006493506493506494,0.032467532467532464,0.08441558441558442
794,76,14.6,4.1,45.5,0.2,28.6,1.1,65.9,1.0,2.0,1,0.3082191780821918,0.02054794520547945,0.20547945205479454,0.04794520547945205,0.02054794520547945,0.0410958904109589
795,69,13.6,3.2,48.4,0.0,0.0,2.2,66.0,1.4,1.6,1,0.33088235294117646,0.029411764705882356,0.22058823529411764,0.022058823529411766,0.03676470588235294,0.0661764705882353
796,50,13.6,4.7,42.1,0.7,27.0,2.1,69.2,0.5,1.7,0,0.4117647058823529,0.07352941176470588,0.16176470588235295,0.0,0.029411764705882356,0.08088235294117647
797,71,13.1,4.5,45.9,0.3,19.0,0.8,65.5,1.0,2.3,1,0.3587786259541985,0.04580152671755725,0.24427480916030536,0.04580152671755725,0.015267175572519085,0.06106870229007634
798,75,12.9,3.2,41.1,0.6,20.8,1.2,78.2,0.5,1.3,1,0.2868217054263566,0.05426356589147286,0.13953488372093023,0.007751937984496124,0.031007751937984496,0.03875968992248062
799,51,11.9,4.4,41.3,2.1,33.0,1.0,85.7,0.3,0.8,1,0.4369747899159664,0.14285714285714285,0.09243697478991597,0.008403361344537815,0.025210084033613443,0.07563025210084033
800,32,11.5,3.2,42.6,0.8,34.6,0.9,79.3,0.4,0.6,1,0.32173913043478264,0.09565217391304348,0.08695652173913043,0.0,0.043478260869565216,0.05217391304347826
801,57,11.2,3.0,53.3,0.4,41.7,0.9,63.5,0.6,1.5,0,0.34821428571428575,0.0625,0.18750000000000003,0.01785714285714286,0.044642857142857144,0.053571428571428575
802,52,10.7,1.7,47.1,0.0,0.0,0.5,59.3,1.0,1.6,0,0.17757009345794392,0.028037383177570093,0.2429906542056075,0.01869158878504673,0.01869158878504673,0.04672897196261683
803,26,10.3,3.2,56.1,0.1,0.0,0.8,68.2,1.3,2.1,0,0.3980582524271844,0.038834951456310676,0.33009708737864074,0.038834951456310676,0.029126213592233007,0.04854368932038835
804,61,10.0,3.3,50.5,0.0,0.0,1.6,56.6,1.1,1.6,1,0.43,0.06999999999999999,0.27999999999999997,0.03,0.03,0.09
805,70,9.9,1.5,37.9,0.1,16.7,0.5,43.8,0.8,1.2,1,0.13131313131313133,0.0606060606060606,0.20202020202020202,0.04040404040404041,0.0303030303030303,0.0606060606060606
806,38,9.9,2.9,55.4,0.0,0.0,1.1,67.5,1.0,1.6,1,0.40404040404040403,0.020202020202020204,0.26262626262626265,0.0606060606060606,0.020202020202020204,0.0303030303030303
807,38,8.5,3.3,40.8,0.0,0.0,0.7,64.3,0.6,1.1,0,0.3764705882352941,0.03529411764705882,0.18823529411764706,0.047058823529411764,0.023529411764705882,0.058823529411764705
808,64,4.2,0.8,42.9,0.1,0.0,0.4,65.4,0.4,0.3,0,0.21428571428571427,0.047619047619047616,0.19047619047619047,0.023809523809523808,0.047619047619047616,0.023809523809523808
809,14,3.1,1.6,26.1,0.9,23.1,0.0,0.0,0.0,0.4,0,0.3548387096774194,0.03225806451612903,0.12903225806451613,0.06451612903225806,0.0,0.0967741935483871
810,66,21.4,5.1,56.3,0.0,0.0,1.9,64.8,2.0,3.3,0,0.3271028037383178,0.028037383177570093,0.24766355140186916,0.04672897196261683,0.03271028037383177,0.03271028037383177
811,57,35.4,13.4,45.6,2.6,37.7,4.2,83.8,1.0,3.4,1,0.4745762711864407,0.11299435028248588,0.12429378531073448,0.005649717514124295,0.03389830508474576,0.05649717514124294
812,78,29.8,12.1,37.6,3.3,33.7,2.2,71.0,0.7,2.3,0,0.39597315436241615,0.07046979865771812,0.09731543624161074,0.003355704697986577,0.013422818791946308,0.057046979865771806
813,78,27.0,9.7,42.2,1.8,36.4,2.7,72.7,1.2,3.3,1,0.4,0.04814814814814815,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.06666666666666667
814,78,23.5,5.8,41.8,0.4,20.7,2.4,64.7,0.9,2.8,1,0.2723404255319149,0.16170212765957445,0.1574468085106383,0.00425531914893617,0.06808510638297872,0.07659574468085106
815,82,22.9,8.4,43.4,2.3,36.8,2.3,85.4,0.6,2.1,1,0.44104803493449785,0.1222707423580786,0.11790393013100438,0.013100436681222708,0.03056768558951965,0.08296943231441048
